qid,label,description,author,genre,form_of_creative_work,language,country,publication_date,publisher,instance_of,award_received,first_line,last_line,epigraph,genre_from_description,genre_clean,genre_combined,genre_standardized,publication_year,literary_period,country_grouped,text,text_filtered,fiction_type,is_predicted,prediction_confidence
Q150827,"Frankenstein; or, The Modern Prometheus",1818 novel by Mary Shelley,Mary Shelley,epistolary novel,novel,English,United Kingdom of Great Britain and Ireland,+1818-01-01T00:00:00Z,,literary work,NPR Top 100 Science Fiction and Fantasy Books,You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings.,"He was soon borne away by the waves, and lost in darkness and distance.","Did I request thee, Maker, from my clay<br>To mould me Man, did I solicit thee<br>From darkness to promote me?",,epistolary novel,epistolary novel,realistic,1818.0,romantic,United Kingdom of Great Britain and Ireland,"Frankenstein; or, The Modern Prometheus You will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings. He was soon borne away by the waves, and lost in darkness and distance. Did I request thee, Maker, from my clay<br>To mould me Man, did I solicit thee<br>From darkness to promote me? 1818 novel by Mary Shelley","; or , the you will rejoice to hear that no disaster has accompanied the commencement of an enterprise which you have regarded with such evil forebodings . he was soon borne away by the waves , and lost in darkness and distance . i request thee , , from my clay br > to mould me , did i solicit thee br > darkness to promote me ? novel by",realistic,False,
Q127149,Lolita,1955 novel by Vladimir Nabokov,Vladimir Nabokov,tragicomedy,novel,English,France,+1955-00-00T00:00:00Z,Olympia Press,literary work,Le Monde's 100 Books of the Century,"Lolita, light of my life, fire of my loins.","And this is the only immortality you and I may share, my Lolita",,,tragicomedy,tragicomedy,realistic,1955.0,postwar,France,"Lolita Lolita, light of my life, fire of my loins. And this is the only immortality you and I may share, my Lolita 1955 novel by Vladimir Nabokov",", light of my life , fire of my loins . and this is the only immortality you and i may share , my lolita novel by",realistic,False,
Q11841,Cinderella,folk tale with multiple variants throughout the world,,fairy tale,,,,,,folk tale,,,,,,fairy tale,fairy tale,speculative,,unknown,unknown,Cinderella folk tale with multiple variants throughout the world,folk tale with multiple variants throughout the world,speculative,False,
Q26505,The Old Man and the Sea,"1952 short novel by Ernest Hemingway, written between December 1950 and February 1951",Ernest Hemingway,,narration,American English,United States,,Charles Scribner's Sons,literary work,Pulitzer Prize for Fiction,,,,,,,,,unknown,United States,"The Old Man and the Sea 1952 short novel by Ernest Hemingway, written between December 1950 and February 1951","the man and the short novel by , written between and",speculative,True,0.5285701346285043
Q2870,Gone with the Wind,1936 novel by Margaret Mitchell,Margaret Mitchell,epic,novel,English,United States,+1936-06-30T00:00:00Z,,literary work,Pulitzer Prize for the Novel,"Scarlett O’Hara was not beautiful, but men seldom realized it when caught by her charm as the Tarleton twins were.","After all, tomorrow is another day.",,,epic,epic,other,1936.0,modernist,United States,"Gone with the Wind Scarlett O’Hara was not beautiful, but men seldom realized it when caught by her charm as the Tarleton twins were. After all, tomorrow is another day. 1936 novel by Margaret Mitchell","gone with the was not beautiful , but men seldom realized it when caught by her charm as the twins were . after all , tomorrow is another day . novel by",speculative,True,0.5843692471115252
Q233780,Panchatantra,ancient Sanskrit text of animal fables from India,Vishnu Sharma,fable,short story collection,Sanskrit,,,,literary work,,,,,,fable,fable,speculative,,unknown,unknown,Panchatantra ancient Sanskrit text of animal fables from India,ancient text of animal fables from,speculative,False,
Q627192,Divergent,2011 novel by Veronica Roth,Veronica Roth,dystopia,novel,American English,United States,+2011-04-25T00:00:00Z,,literary work,,,,,,dystopia,dystopia,speculative,2011.0,modern,United States,Divergent 2011 novel by Veronica Roth,divergent novel by,speculative,False,
Q130295,The Wonderful Wizard of Oz,1900 children's novel by L. Frank Baum,L. Frank Baum,children's story,novel,American English,United States,+1900-00-00T00:00:00Z,,literary work,,"Folk lore, legends, myths and fairy tales have followed childhood through the ages, for every healthy youngster has a wholesome and instinctive love for stories fantastic, marvelous and manifestly unreal.","""And here is Toto, too. And oh, Aunt Em! I'm so glad to be at home again!""",,,children's story,children's story,other,1900.0,victorian,United States,"The Wonderful Wizard of Oz Folk lore, legends, myths and fairy tales have followed childhood through the ages, for every healthy youngster has a wholesome and instinctive love for stories fantastic, marvelous and manifestly unreal. ""And here is Toto, too. And oh, Aunt Em! I'm so glad to be at home again!"" 1900 children's novel by L. Frank Baum","the of lore , legends , myths and fairy tales have followed childhood through the ages , for every healthy youngster has a wholesome and instinctive love for stories fantastic , marvelous and manifestly unreal . `` and here is , too . and oh , ! i 'm so glad to be at home again ! '' children 's novel by",speculative,True,0.5840266776222188
Q45875,A Song of Ice and Fire,series of epic fantasy novels by George R. R. Martin,George R. R. Martin,fantasy,,American English,United States,+1996-00-00T00:00:00Z,Bantam Books,novel series,NPR Top 100 Science Fiction and Fantasy Books,,,,fantasy,fantasy,fantasy,speculative,1996.0,contemporary,United States,A Song of Ice and Fire series of epic fantasy novels by George R. R. Martin,a song of and series of epic fantasy novels by,speculative,False,
Q627333,The Time Machine,1895 dystopian science fiction novella by H. G. Wells,H. G. Wells,time-travel fiction,novella,English,United Kingdom of Great Britain and Ireland,+1895-00-00T00:00:00Z,,literary work,NPR Top 100 Science Fiction and Fantasy Books,The Time Traveller (for so it will be convenient to speak of him) was expounding a recondite matter to us.,"And I have by me, for my comfort, two strange white flowers—shrivelled now, and brown and flat and brittle—to witness that even when mind and strength had gone, gratitude and a mutual tenderness still lived on in the heart of man.",,science fiction,time-travel fiction,time-travel fiction,speculative,1895.0,victorian,United Kingdom of Great Britain and Ireland,"The Time Machine The Time Traveller (for so it will be convenient to speak of him) was expounding a recondite matter to us. And I have by me, for my comfort, two strange white flowers—shrivelled now, and brown and flat and brittle—to witness that even when mind and strength had gone, gratitude and a mutual tenderness still lived on in the heart of man. 1895 dystopian science fiction novella by H. G. Wells","the the ( for so it will be convenient to speak of him ) was expounding a recondite matter to us . and i have by me , for my comfort , strange white flowers—shrivelled now , and brown and flat and brittle—to witness that even when mind and strength had gone , gratitude and a mutual tenderness still lived on in the heart of man . dystopian science fiction novella by",speculative,False,
Q190192,Dune,1965 science fiction novel by Frank Herbert,Frank Herbert,soft science fiction,novel,American English,United States,+1965-00-00T00:00:00Z,Chilton Company,literary work,Nebula Award for Best Novel,,,"A beginning is the time for taking the most delicate care that the balances are correct. This every sister of the Bene Gesserit knows. To begin your study of the life of Muad'Dib, then, take care that you first place him in his time: born in the 57th year of the Padishah Emperor, Shaddam IV. And take the most special care that you locate Muad'Dib in his place: the planet Arrakis. Do not be deceived by the fact that he was born on Caladan and lived his first fifteen years there. Arrakis, the planet known as Dune, is forever his place.",science fiction,soft science fiction,soft science fiction,speculative,1965.0,postwar,United States,"Dune A beginning is the time for taking the most delicate care that the balances are correct. This every sister of the Bene Gesserit knows. To begin your study of the life of Muad'Dib, then, take care that you first place him in his time: born in the 57th year of the Padishah Emperor, Shaddam IV. And take the most special care that you locate Muad'Dib in his place: the planet Arrakis. Do not be deceived by the fact that he was born on Caladan and lived his first fifteen years there. Arrakis, the planet known as Dune, is forever his place. 1965 science fiction novel by Frank Herbert","beginning is the time for taking the most delicate care that the balances are correct . this every sister of the knows . to begin your study of the life of , then , take care that you first place him in his time : born in the year of the , . and take the most special care that you locate muad'dib in his place : the planet . do not be deceived by the fact that he was born on and lived his first fifteen years there . , the planet known as , is forever his place . science fiction novel by",speculative,False,
